id,name,manaCost,colors,type,power,toughness,artist,keywords,originalText,flavorText
267,"Tranquil Cove","","","Land","","","Wayne Wu","","This land enters tapped.\nWhen this land enters, you gain 1 life.\n{T}: Add {W} or {U}.","The Guidelight Voyagers seek only a means to return home, hoping to one day discover a way back among the many worlds they race across."
268,"Wastewood Verge","","","Land","","","Bartek Fedyczak","","{T}: Add {G}.\n{T}: Add {B}. Activate only if you control a Swamp or a Forest.","""I'm worried about Loot. He has great power but lacks the experience to know what dangers await him.""\n—Vraska"
269,"Wild Roads","","","Land","","","Leanna Crossan","","This land enters tapped unless you control a Mount or Vehicle.\n{T}: Add {G}.\n{1}{G}, {T}, Sacrifice this land: Create a 1/1 colorless Pilot creature token with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater."" Activate only as a sorcery.",""
270,"Willowrush Verge","","","Land","","","Aaron Miller","","{T}: Add {U}.\n{T}: Add {G}. Activate only if you control a Forest or an Island.","""If nothing else, that Loot is one brave little rat.""\n—Winter"
271,"Wind-Scarred Crag","","","Land","","","Svetlin Velinov","","This land enters tapped.\nWhen this land enters, you gain 1 life.\n{T}: Add {R} or {W}.","Team Cloudspire burns with the pride and passion typical of competitors on Kylem. As the reigning champions of the Ghirapur Grand Prix, they have no intention of losing their title."
272,"Plains","","","Basic Land — Plains","","","Adam Paquette","","",""
273,"Island","","","Basic Land — Island","","","Maxime Minard","","",""
274,"Swamp","","","Basic Land — Swamp","","","Jonas De Ro","","",""
275,"Mountain","","","Basic Land — Mountain","","","Chris Ostrowski","","",""
276,"Forest","","","Basic Land — Forest","","","Andreas Rocha","","",""
277,"Plains","","","Basic Land — Plains","","","Samuele Bandini","","",""
278,"Plains","","","Basic Land — Plains","","","Titus Lunter","","",""
279,"Plains","","","Basic Land — Plains","","","Leon Tukker","","",""
280,"Island","","","Basic Land — Island","","","Samuele Bandini","","",""
281,"Island","","","Basic Land — Island","","","Mark Poole","","",""
282,"Island","","","Basic Land — Island","","","Leon Tukker","","",""
283,"Swamp","","","Basic Land — Swamp","","","Samuele Bandini","","",""
284,"Swamp","","","Basic Land — Swamp","","","Ron Spencer","","",""
285,"Swamp","","","Basic Land — Swamp","","","Leon Tukker","","",""
286,"Mountain","","","Basic Land — Mountain","","","Samuele Bandini","","",""
287,"Mountain","","","Basic Land — Mountain","","","Florian de Gesincourt","","",""
288,"Mountain","","","Basic Land — Mountain","","","Leon Tukker","","",""
289,"Forest","","","Basic Land — Forest","","","Samuele Bandini","","",""
290,"Forest","","","Basic Land — Forest","","","Yeong-Hao Han","","",""
291,"Forest","","","Basic Land — Forest","","","Leon Tukker","","",""
292,"Air Response Unit","{2}{W}","W","Artifact — Vehicle","3","3","SchmandrewART","Crew,Flying,Vigilance","Flying, vigilance\nCrew 1","When the worst happens, rely on the best."
293,"Broadcast Rambler","{4}{W}","W","Artifact — Vehicle","5","4","Francisco Badilla","Crew","When this Vehicle enters, create a 1/1 colorless Thopter artifact creature token with flying.\nCrew 1","Get the shot. Every time."
294,"Detention Chariot","{4}{W}{W}","W","Artifact — Vehicle","6","6","Arik Roper","Crew,Cycling","When this Vehicle enters, exile target artifact or creature an opponent controls until this Vehicle leaves the battlefield.\nCrew 3\nCycling {W}","Captivate the competition."
295,"Salvation Engine","{4}{W}","W","Artifact — Vehicle","6","10","Adam Volker","Crew","Other artifact creatures you control get +2/+2.\nWhenever this Vehicle attacks, return up to one target artifact card from your graveyard to the battlefield.\nCrew 6","01010011 01000001 01010110 01000101"
296,"Skyseer's Chariot","{1}{W}","W","Artifact — Vehicle","3","3","Douglas P. Lobo","Crew,Flying","Flying\nAs this Vehicle enters, choose a nonland card name.\nActivated abilities of sources with the chosen name cost {2} more to activate.\nCrew 2","Get carried away."
297,"Spotcycle Scouter","{1}{W}","W","Artifact — Vehicle","3","2","Neo.G","Crew,Scry","When this Vehicle enters, scry 2.\nCrew 1","Hard light. Hard attitude."
298,"Valor's Flagship","{4}{W}{W}{W}","W","Legendary Artifact — Vehicle","7","7","William Tempest","Crew,Cycling,First strike,Flying,Lifelink","Flying, first strike, lifelink\nCrew 3\nCycling {X}{2}{W}\nWhen you cycle this card, create X 1/1 colorless Pilot creature tokens with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater.""",""
299,"Voyager Glidecar","{W}","W","Artifact — Vehicle","2","3","Andrew Griffith","Crew,Scry","When this Vehicle enters, scry 1.\nTap three other untapped creatures you control: Until end of turn, this Vehicle becomes an artifact creature and gains flying. Put a +1/+1 counter on it.\nCrew 1","01000110 01101100 01111001"
300,"Hulldrifter","{3}{U}{U}","U","Artifact — Vehicle","3","2","Juan Marquez","Crew,Flying","Flying\nWhen this Vehicle enters, draw two cards.\nCrew 3","This car is what dreams are made of."
301,"Midnight Mangler","{1}{U}","U","Artifact — Vehicle","3","3","Boneface","Crew","During turns other than yours, this Vehicle is an artifact creature.\nCrew 2","Don't buy the rest. Possess the best!"
302,"Possession Engine","{3}{U}{U}","U","Artifact — Vehicle","5","5","Douglas P. Lobo","Crew","When this Vehicle enters, gain control of target creature an opponent controls for as long as you control this Vehicle. That creature can't attack or block for as long as you control this Vehicle.\nCrew 3","Take it for a spin. That's not a request."
303,"Rangers' Refueler","{1}{U}","U","Artifact — Vehicle","3","3","Francisco Badilla","Crew,Exhaust","Whenever you activate an exhaust ability, draw a card.\nExhaust — {4}: This Vehicle becomes an artifact creature. Put a +1/+1 counter on it.\nCrew 2","Style that never runs on fumes."
304,"Thopter Fabricator","{2}{U}","U","Artifact — Vehicle","4","4","William Tempest","Crew,Flying","Flying\nWhenever you draw your second card each turn, create a 1/1 colorless Thopter artifact creature token with flying.\nCrew 2","Take flight on the wings of true innovation."
305,"Carrion Cruiser","{2}{B}","B","Artifact — Vehicle","3","2","Ian Jepson","Crew,Mill","When this Vehicle enters, mill two cards. Then return a creature or Vehicle card from your graveyard to your hand.\nCrew 1",""
306,"Cryptcaller Chariot","{3}{B}","B","Artifact — Vehicle","5","5","Oliver Barrett","Crew,Menace","Menace\nWhenever you discard one or more cards, create that many tapped 2/2 black Zombie creature tokens.\nCrew 2","Go where only death dares follow."
307,"Demonic Junker","{6}{B}","B","Artifact — Vehicle","4","3","Death Burger","Affinity,Crew","Affinity for artifacts\nWhen this Vehicle enters, for each player, destroy up to one target creature that player controls. If a creature you controlled was destroyed this way, put two +1/+1 counters on this Vehicle.\nCrew 2",""
308,"The Last Ride","{B}","B","Legendary Artifact — Vehicle","13","13","Death Burger","Crew","The Last Ride gets -X/-X, where X is your life total.\n{2}{B}, Pay 2 life: Draw a card.\nCrew 2","Leave a nightmare in your wake."
309,"Ripclaw Wrangler","{3}{B}","B","Artifact — Vehicle","4","3","Andrew Griffith","Crew","When this Vehicle enters, each opponent discards a card.\nCrew 2","Seize the day . . . and anything else that happens to catch your eye."
310,"Boommobile","{2}{R}{R}","R","Artifact — Vehicle","5","5","Ian Jepson","Crew,Exhaust","When this Vehicle enters, add four mana of any one color. Spend this mana only to activate abilities.\nExhaust — {X}{2}{R}: This Vehicle deals X damage to any target. Put a +1/+1 counter on this Vehicle.\nCrew 2",""
311,"Burner Rocket","{1}{R}","R","Artifact — Vehicle","3","1","Carl Critchlow","Crew,Flash","Flash\nWhen this Vehicle enters, target creature you control gets +2/+0 and gains trample until end of turn.\nCrew 1","A ride worth dying for. Or in."
312,"Clamorous Ironclad","{3}{R}","R","Artifact — Vehicle","6","3","Cosmin Podar","Crew,Cycling,Menace","Menace\nCrew 3\nCycling {R}","Cut through the air like a corsair!"
313,"Gastal Thrillroller","{2}{R}","R","Artifact — Vehicle","4","2","Dan Mumford","Crew,Haste,Trample","Trample, haste\nWhen this Vehicle enters, it becomes an artifact creature until end of turn.\nCrew 2\n{2}{R}, Discard a card: Return this card from your graveyard to the battlefield with a finality counter on it. Activate only as a sorcery.",""
314,"Spire Mechcycle","{4}{R}","R","Artifact — Vehicle","5","4","Neo.G","Crew,Exhaust,Haste","Haste\nExhaust — Tap another untapped Mount or Vehicle you control: This Vehicle becomes an artifact creature. Put a +1/+1 counter on it for each Mount and/or Vehicle you control other than this Vehicle.\nCrew 2",""
315,"Earthrumbler","{4}{G}","G","Artifact — Vehicle","7","6","SchmandrewART","Crew,Trample,Vigilance","Vigilance, trample\nExile an artifact or creature card from your graveyard: This Vehicle becomes an artifact creature until end of turn.\nCrew 3","It practically drives itself!"
316,"Lumbering Worldwagon","{2}{G}","G","Artifact — Vehicle","*","4","Francisco Badilla","Crew","This Vehicle's power is equal to the number of lands you control.\nWhenever this Vehicle enters or attacks, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.\nCrew 4","Go everywhere. See everything."
317,"Thunderous Velocipede","{1}{G}{G}","G","Artifact — Vehicle","5","5","Eduardo Francisco","Crew,Trample","Trample\nEach other Vehicle and creature you control enters with an additional +1/+1 counter on it if its mana value is 4 or less. Otherwise, it enters with three additional +1/+1 counters on it.\nCrew 3",""
318,"Veloheart Bike","{2}{G}","G","Artifact — Vehicle","4","2","Juan Marquez","Crew","When this Vehicle enters, you gain 2 life.\n{T}: Add one mana of any color.\nCrew 2",""
319,"Apocalypse Runner","{2}{B}{R}","B,R","Artifact — Vehicle","6","5","Arik Roper","Crew","{T}: Target creature you control with power 2 or less gains lifelink until end of turn and can't be blocked this turn.\nCrew 3","Don't let the end of days stand in your way."
320,"Boosted Sloop","{1}{U}{R}","R,U","Artifact — Vehicle","3","3","Gabriel Rubio","Crew,Menace","Menace\nWhenever you attack, draw a card, then discard a card.\nCrew 1","Take a bite out of life."
321,"Cloudspire Skycycle","{2}{R}{W}","R,W","Artifact — Vehicle","2","3","Yuko Shimizu","Crew,Flying","Flying\nWhen this Vehicle enters, distribute two +1/+1 counters among one or two other target Vehicles and/or creatures you control.\nCrew 1","The road is where you take it."
322,"Debris Beetle","{2}{B}{G}","B,G","Artifact — Vehicle","6","6","Michal Ivan","Crew,Trample","Trample\nWhen this Vehicle enters, each opponent loses 3 life and you gain 3 life.\nCrew 2","Get things rolling ... and never stop."
323,"Dune Drifter","{X}{W}{B}","B,W","Artifact — Vehicle","3","3","Arik Roper","Crew","When this Vehicle enters, return target artifact or creature card with mana value X or less from your graveyard to the battlefield.\nCrew 2","Vintage is back, and it's hunting you."
324,"Guidelight Pathmaker","{4}{W}{U}","U,W","Artifact — Vehicle","6","5","Dan Mumford","Crew,Vigilance","Vigilance\nWhen this Vehicle enters, you may search your library for an artifact card and reveal it. Put it onto the battlefield if its mana value is 2 or less. Otherwise, put it into your hand. Then shuffle.\nCrew 2",""
